"","date","country","Sales"
"2308",2018-01-20,"Italy",201
"2309",2018-01-20,"Poland",92
"2310",2018-01-20,"Spain",177
"2311",2018-01-21,"Belgium",299
"2312",2018-01-21,"France",250
"2313",2018-01-21,"Germany",300
"2314",2018-01-21,"Italy",206
"2315",2018-01-21,"Poland",94
"2316",2018-01-21,"Spain",185
"2317",2018-01-22,"Belgium",242
"2318",2018-01-22,"France",208
"2319",2018-01-22,"Germany",242
"2320",2018-01-22,"Italy",180
"2321",2018-01-22,"Poland",78
"2322",2018-01-22,"Spain",152
"2323",2018-01-23,"Belgium",239
"2324",2018-01-23,"France",213
"2325",2018-01-23,"Germany",243
"2326",2018-01-23,"Italy",176
"2327",2018-01-23,"Poland",80
"2328",2018-01-23,"Spain",157
"2329",2018-01-24,"Belgium",240
"2330",2018-01-24,"France",202
"2331",2018-01-24,"Germany",246
"2332",2018-01-24,"Italy",178
"2333",2018-01-24,"Poland",79
"2334",2018-01-24,"Spain",154
"2335",2018-01-25,"Belgium",241
"2336",2018-01-25,"France",212
"2337",2018-01-25,"Germany",252
"2338",2018-01-25,"Italy",179
"2339",2018-01-25,"Poland",78
"2340",2018-01-25,"Spain",158
"2341",2018-01-26,"Belgium",255
"2342",2018-01-26,"France",226
"2343",2018-01-26,"Germany",251
"2344",2018-01-26,"Italy",187
"2345",2018-01-26,"Poland",84
"2346",2018-01-26,"Spain",160
"2347",2018-01-27,"Belgium",276
"2348",2018-01-27,"France",245
"2349",2018-01-27,"Germany",283
"2350",2018-01-27,"Italy",201
"2351",2018-01-27,"Poland",90
"2352",2018-01-27,"Spain",179
"2353",2018-01-28,"Belgium",304
"2354",2018-01-28,"France",254
"2355",2018-01-28,"Germany",294
"2356",2018-01-28,"Italy",208
"2357",2018-01-28,"Poland",96
"2358",2018-01-28,"Spain",186
"2359",2018-01-29,"Belgium",248
"2360",2018-01-29,"France",216
"2361",2018-01-29,"Germany",246
"2362",2018-01-29,"Italy",179
"2363",2018-01-29,"Poland",81
"2364",2018-01-29,"Spain",158
"2365",2018-01-30,"Belgium",245
"2366",2018-01-30,"France",218
"2367",2018-01-30,"Germany",245
"2368",2018-01-30,"Italy",178
"2369",2018-01-30,"Poland",79
"2370",2018-01-30,"Spain",162
"2371",2018-01-31,"Belgium",241
"2372",2018-01-31,"France",215
"2373",2018-01-31,"Germany",247
"2374",2018-01-31,"Italy",182
"2375",2018-01-31,"Poland",78
"2376",2018-01-31,"Spain",156
"2377",2018-02-01,"Belgium",245
"2378",2018-02-01,"France",214
"2379",2018-02-01,"Germany",239
"2380",2018-02-01,"Italy",179
"2381",2018-02-01,"Poland",78
"2382",2018-02-01,"Spain",156
"2383",2018-02-02,"Belgium",250
"2384",2018-02-02,"France",215
"2385",2018-02-02,"Germany",255
"2386",2018-02-02,"Italy",181
"2387",2018-02-02,"Poland",82
"2388",2018-02-02,"Spain",166
"2389",2018-02-03,"Belgium",290
"2390",2018-02-03,"France",242
"2391",2018-02-03,"Germany",279
"2392",2018-02-03,"Italy",195
"2393",2018-02-03,"Poland",90
"2394",2018-02-03,"Spain",172
"2395",2018-02-04,"Belgium",290
"2396",2018-02-04,"France",254
"2397",2018-02-04,"Germany",277
"2398",2018-02-04,"Italy",210
"2399",2018-02-04,"Poland",97
"2400",2018-02-04,"Spain",192
"2401",2018-02-05,"Belgium",239
"2402",2018-02-05,"France",213
"2403",2018-02-05,"Germany",239
"2404",2018-02-05,"Italy",180
"2405",2018-02-05,"Poland",80
"2406",2018-02-05,"Spain",155
"2407",2018-02-06,"Belgium",242
"2408",2018-02-06,"France",221
"2409",2018-02-06,"Germany",239
"2410",2018-02-06,"Italy",181
"2411",2018-02-06,"Poland",80
"2412",2018-02-06,"Spain",159
"2413",2018-02-07,"Belgium",243
"2414",2018-02-07,"France",214
"2415",2018-02-07,"Germany",253
"2416",2018-02-07,"Italy",172
"2417",2018-02-07,"Poland",79
"2418",2018-02-07,"Spain",152
"2419",2018-02-08,"Belgium",241
"2420",2018-02-08,"France",212
"2421",2018-02-08,"Germany",246
"2422",2018-02-08,"Italy",178
"2423",2018-02-08,"Poland",79
"2424",2018-02-08,"Spain",157
"2425",2018-02-09,"Belgium",257
"2426",2018-02-09,"France",208
"2427",2018-02-09,"Germany",260
"2428",2018-02-09,"Italy",182
"2429",2018-02-09,"Poland",83
"2430",2018-02-09,"Spain",164
"2431",2018-02-10,"Belgium",275
"2432",2018-02-10,"France",247
"2433",2018-02-10,"Germany",279
"2434",2018-02-10,"Italy",202
"2435",2018-02-10,"Poland",92
"2436",2018-02-10,"Spain",172
"2437",2018-02-11,"Belgium",290
"2438",2018-02-11,"France",257
"2439",2018-02-11,"Germany",289
"2440",2018-02-11,"Italy",217
"2441",2018-02-11,"Poland",97
"2442",2018-02-11,"Spain",189
"2443",2018-02-12,"Belgium",244
"2444",2018-02-12,"France",219
"2445",2018-02-12,"Germany",238
"2446",2018-02-12,"Italy",172
"2447",2018-02-12,"Poland",80
"2448",2018-02-12,"Spain",146
"2449",2018-02-13,"Belgium",233
"2450",2018-02-13,"France",218
"2451",2018-02-13,"Germany",232
"2452",2018-02-13,"Italy",180
"2453",2018-02-13,"Poland",79
"2454",2018-02-13,"Spain",154
"2455",2018-02-14,"Belgium",247
"2456",2018-02-14,"France",210
"2457",2018-02-14,"Germany",242
"2458",2018-02-14,"Italy",177
"2459",2018-02-14,"Poland",76
"2460",2018-02-14,"Spain",157
"2461",2018-02-15,"Belgium",243
"2462",2018-02-15,"France",209
"2463",2018-02-15,"Germany",236
"2464",2018-02-15,"Italy",166
"2465",2018-02-15,"Poland",79
"2466",2018-02-15,"Spain",155
"2467",2018-02-16,"Belgium",250
"2468",2018-02-16,"France",222
"2469",2018-02-16,"Germany",253
"2470",2018-02-16,"Italy",181
"2471",2018-02-16,"Poland",79
"2472",2018-02-16,"Spain",165
"2473",2018-02-17,"Belgium",281
"2474",2018-02-17,"France",242
"2475",2018-02-17,"Germany",288
"2476",2018-02-17,"Italy",200
"2477",2018-02-17,"Poland",91
"2478",2018-02-17,"Spain",174
"2479",2018-02-18,"Belgium",292
"2480",2018-02-18,"France",259
"2481",2018-02-18,"Germany",297
"2482",2018-02-18,"Italy",216
"2483",2018-02-18,"Poland",94
"2484",2018-02-18,"Spain",188
"2485",2018-02-19,"Belgium",248
"2486",2018-02-19,"France",221
"2487",2018-02-19,"Germany",234
"2488",2018-02-19,"Italy",182
"2489",2018-02-19,"Poland",78
"2490",2018-02-19,"Spain",155
"2491",2018-02-20,"Belgium",245
"2492",2018-02-20,"France",209
"2493",2018-02-20,"Germany",242
"2494",2018-02-20,"Italy",170
"2495",2018-02-20,"Poland",79
"2496",2018-02-20,"Spain",153
"2497",2018-02-21,"Belgium",246
"2498",2018-02-21,"France",217
"2499",2018-02-21,"Germany",249
"2500",2018-02-21,"Italy",172
"2501",2018-02-21,"Poland",77
"2502",2018-02-21,"Spain",158
"2503",2018-02-22,"Belgium",242
"2504",2018-02-22,"France",212
"2505",2018-02-22,"Germany",240
"2506",2018-02-22,"Italy",178
"2507",2018-02-22,"Poland",81
"2508",2018-02-22,"Spain",154
"2509",2018-02-23,"Belgium",250
"2510",2018-02-23,"France",225
"2511",2018-02-23,"Germany",260
"2512",2018-02-23,"Italy",183
"2513",2018-02-23,"Poland",83
"2514",2018-02-23,"Spain",161
"2515",2018-02-24,"Belgium",285
"2516",2018-02-24,"France",238
"2517",2018-02-24,"Germany",285
"2518",2018-02-24,"Italy",199
"2519",2018-02-24,"Poland",91
"2520",2018-02-24,"Spain",176
"2521",2018-02-25,"Belgium",297
"2522",2018-02-25,"France",256
"2523",2018-02-25,"Germany",286
"2524",2018-02-25,"Italy",206
"2525",2018-02-25,"Poland",97
"2526",2018-02-25,"Spain",192
"2527",2018-02-26,"Belgium",249
"2528",2018-02-26,"France",214
"2529",2018-02-26,"Germany",240
"2530",2018-02-26,"Italy",187
"2531",2018-02-26,"Poland",81
"2532",2018-02-26,"Spain",164
"2533",2018-02-27,"Belgium",246
"2534",2018-02-27,"France",213
"2535",2018-02-27,"Germany",247
"2536",2018-02-27,"Italy",178
"2537",2018-02-27,"Poland",78
"2538",2018-02-27,"Spain",158
"2539",2018-02-28,"Belgium",240
"2540",2018-02-28,"France",208
"2541",2018-02-28,"Germany",245
"2542",2018-02-28,"Italy",176
"2543",2018-02-28,"Poland",79
"2544",2018-02-28,"Spain",159
"2545",2018-03-01,"Belgium",239
"2546",2018-03-01,"France",208
"2547",2018-03-01,"Germany",250
"2548",2018-03-01,"Italy",180
"2549",2018-03-01,"Poland",77
"2550",2018-03-01,"Spain",155
"2551",2018-03-02,"Belgium",264
"2552",2018-03-02,"France",219
"2553",2018-03-02,"Germany",252
"2554",2018-03-02,"Italy",189
"2555",2018-03-02,"Poland",81
"2556",2018-03-02,"Spain",162
"2557",2018-03-03,"Belgium",283
"2558",2018-03-03,"France",243
"2559",2018-03-03,"Germany",273
"2560",2018-03-03,"Italy",207
"2561",2018-03-03,"Poland",90
"2562",2018-03-03,"Spain",184
"2563",2018-03-04,"Belgium",298
"2564",2018-03-04,"France",259
"2565",2018-03-04,"Germany",294
"2566",2018-03-04,"Italy",212
"2567",2018-03-04,"Poland",96
"2568",2018-03-04,"Spain",186
"2569",2018-03-05,"Belgium",259
"2570",2018-03-05,"France",216
"2571",2018-03-05,"Germany",250
"2572",2018-03-05,"Italy",174
"2573",2018-03-05,"Poland",78
"2574",2018-03-05,"Spain",154
"2575",2018-03-06,"Belgium",245
"2576",2018-03-06,"France",211
"2577",2018-03-06,"Germany",246
"2578",2018-03-06,"Italy",185
"2579",2018-03-06,"Poland",80
"2580",2018-03-06,"Spain",159
"2581",2018-03-07,"Belgium",251
"2582",2018-03-07,"France",215
"2583",2018-03-07,"Germany",240
"2584",2018-03-07,"Italy",172
"2585",2018-03-07,"Poland",80
"2586",2018-03-07,"Spain",152
"2587",2018-03-08,"Belgium",246
"2588",2018-03-08,"France",212
"2589",2018-03-08,"Germany",248
"2590",2018-03-08,"Italy",178
"2591",2018-03-08,"Poland",77
"2592",2018-03-08,"Spain",155
"2593",2018-03-09,"Belgium",261
"2594",2018-03-09,"France",224
"2595",2018-03-09,"Germany",251
"2596",2018-03-09,"Italy",186
"2597",2018-03-09,"Poland",86
"2598",2018-03-09,"Spain",168
"2599",2018-03-10,"Belgium",286
"2600",2018-03-10,"France",240
"2601",2018-03-10,"Germany",277
"2602",2018-03-10,"Italy",205
"2603",2018-03-10,"Poland",89
"2604",2018-03-10,"Spain",191
"2605",2018-03-11,"Belgium",284
"2606",2018-03-11,"France",262
"2607",2018-03-11,"Germany",287
"2608",2018-03-11,"Italy",215
"2609",2018-03-11,"Poland",95
"2610",2018-03-11,"Spain",188
"2611",2018-03-12,"Belgium",247
"2612",2018-03-12,"France",210
"2613",2018-03-12,"Germany",243
"2614",2018-03-12,"Italy",181
"2615",2018-03-12,"Poland",80
"2616",2018-03-12,"Spain",156
"2617",2018-03-13,"Belgium",242
"2618",2018-03-13,"France",214
"2619",2018-03-13,"Germany",243
"2620",2018-03-13,"Italy",180
"2621",2018-03-13,"Poland",80
"2622",2018-03-13,"Spain",155
"2623",2018-03-14,"Belgium",242
"2624",2018-03-14,"France",218
"2625",2018-03-14,"Germany",251
"2626",2018-03-14,"Italy",176
"2627",2018-03-14,"Poland",79
"2628",2018-03-14,"Spain",152
"2629",2018-03-15,"Belgium",238
"2630",2018-03-15,"France",210
"2631",2018-03-15,"Germany",243
"2632",2018-03-15,"Italy",172
"2633",2018-03-15,"Poland",80
"2634",2018-03-15,"Spain",160
"2635",2018-03-16,"Belgium",253
"2636",2018-03-16,"France",236
"2637",2018-03-16,"Germany",258
"2638",2018-03-16,"Italy",186
"2639",2018-03-16,"Poland",86
"2640",2018-03-16,"Spain",165
"2641",2018-03-17,"Belgium",280
"2642",2018-03-17,"France",246
"2643",2018-03-17,"Germany",279
"2644",2018-03-17,"Italy",207
"2645",2018-03-17,"Poland",93
"2646",2018-03-17,"Spain",175
"2647",2018-03-18,"Belgium",300
"2648",2018-03-18,"France",256
"2649",2018-03-18,"Germany",281
"2650",2018-03-18,"Italy",218
"2651",2018-03-18,"Poland",94
"2652",2018-03-18,"Spain",188
"2653",2018-03-19,"Belgium",237
"2654",2018-03-19,"France",214
"2655",2018-03-19,"Germany",237
"2656",2018-03-19,"Italy",175
"2657",2018-03-19,"Poland",78
"2658",2018-03-19,"Spain",153
"2659",2018-03-20,"Belgium",242
"2660",2018-03-20,"France",212
"2661",2018-03-20,"Germany",244
"2662",2018-03-20,"Italy",178
"2663",2018-03-20,"Poland",82
"2664",2018-03-20,"Spain",154
"2665",2018-03-21,"Belgium",244
"2666",2018-03-21,"France",216
"2667",2018-03-21,"Germany",244
"2668",2018-03-21,"Italy",173
"2669",2018-03-21,"Poland",84
"2670",2018-03-21,"Spain",160
"2671",2018-03-22,"Belgium",242
"2672",2018-03-22,"France",215
"2673",2018-03-22,"Germany",246
"2674",2018-03-22,"Italy",182
"2675",2018-03-22,"Poland",81
"2676",2018-03-22,"Spain",158
"2677",2018-03-23,"Belgium",260
"2678",2018-03-23,"France",223
"2679",2018-03-23,"Germany",255
"2680",2018-03-23,"Italy",183
"2681",2018-03-23,"Poland",80
"2682",2018-03-23,"Spain",166
"2683",2018-03-24,"Belgium",277
"2684",2018-03-24,"France",250
"2685",2018-03-24,"Germany",282
"2686",2018-03-24,"Italy",210
"2687",2018-03-24,"Poland",94
"2688",2018-03-24,"Spain",177
"2689",2018-03-25,"Belgium",284
"2690",2018-03-25,"France",250
"2691",2018-03-25,"Germany",294
"2692",2018-03-25,"Italy",213
"2693",2018-03-25,"Poland",94
"2694",2018-03-25,"Spain",183
"2695",2018-03-26,"Belgium",245
"2696",2018-03-26,"France",219
"2697",2018-03-26,"Germany",246
"2698",2018-03-26,"Italy",177
"2699",2018-03-26,"Poland",80
"2700",2018-03-26,"Spain",156
"2701",2018-03-27,"Belgium",247
"2702",2018-03-27,"France",213
"2703",2018-03-27,"Germany",249
"2704",2018-03-27,"Italy",184
"2705",2018-03-27,"Poland",80
"2706",2018-03-27,"Spain",156
"2707",2018-03-28,"Belgium",248
"2708",2018-03-28,"France",212
"2709",2018-03-28,"Germany",245
"2710",2018-03-28,"Italy",181
"2711",2018-03-28,"Poland",80
"2712",2018-03-28,"Spain",155
"2713",2018-03-29,"Belgium",249
"2714",2018-03-29,"France",209
"2715",2018-03-29,"Germany",241
"2716",2018-03-29,"Italy",174
"2717",2018-03-29,"Poland",79
"2718",2018-03-29,"Spain",159
"2719",2018-03-30,"Belgium",253
"2720",2018-03-30,"France",228
"2721",2018-03-30,"Germany",261
"2722",2018-03-30,"Italy",179
"2723",2018-03-30,"Poland",82
"2724",2018-03-30,"Spain",168
"2725",2018-03-31,"Belgium",281
"2726",2018-03-31,"France",240
"2727",2018-03-31,"Germany",298
"2728",2018-03-31,"Italy",202
"2729",2018-03-31,"Poland",90
"2730",2018-03-31,"Spain",186
"2731",2018-04-01,"Belgium",285
"2732",2018-04-01,"France",259
"2733",2018-04-01,"Germany",324
"2734",2018-04-01,"Italy",215
"2735",2018-04-01,"Poland",101
"2736",2018-04-01,"Spain",192
"2737",2018-04-02,"Belgium",245
"2738",2018-04-02,"France",208
"2739",2018-04-02,"Germany",272
"2740",2018-04-02,"Italy",177
"2741",2018-04-02,"Poland",83
"2742",2018-04-02,"Spain",168
"2743",2018-04-03,"Belgium",241
"2744",2018-04-03,"France",218
"2745",2018-04-03,"Germany",281
"2746",2018-04-03,"Italy",184
"2747",2018-04-03,"Poland",84
"2748",2018-04-03,"Spain",171
"2749",2018-04-04,"Belgium",264
"2750",2018-04-04,"France",223
"2751",2018-04-04,"Germany",286
"2752",2018-04-04,"Italy",186
"2753",2018-04-04,"Poland",94
"2754",2018-04-04,"Spain",171
"2755",2018-04-05,"Belgium",267
"2756",2018-04-05,"France",239
"2757",2018-04-05,"Germany",298
"2758",2018-04-05,"Italy",192
"2759",2018-04-05,"Poland",94
"2760",2018-04-05,"Spain",173
"2761",2018-04-06,"Belgium",290
"2762",2018-04-06,"France",254
"2763",2018-04-06,"Germany",298
"2764",2018-04-06,"Italy",212
"2765",2018-04-06,"Poland",103
"2766",2018-04-06,"Spain",173
"2767",2018-04-07,"Belgium",320
"2768",2018-04-07,"France",264
"2769",2018-04-07,"Germany",318
"2770",2018-04-07,"Italy",230
"2771",2018-04-07,"Poland",112
"2772",2018-04-07,"Spain",186
"2773",2018-04-08,"Belgium",323
"2774",2018-04-08,"France",272
"2775",2018-04-08,"Germany",323
"2776",2018-04-08,"Italy",227
"2777",2018-04-08,"Poland",107
"2778",2018-04-08,"Spain",188
"2779",2018-04-09,"Belgium",261
"2780",2018-04-09,"France",221
"2781",2018-04-09,"Germany",257
"2782",2018-04-09,"Italy",185
"2783",2018-04-09,"Poland",86
"2784",2018-04-09,"Spain",154
"2785",2018-04-10,"Belgium",234
"2786",2018-04-10,"France",209
"2787",2018-04-10,"Germany",258
"2788",2018-04-10,"Italy",188
"2789",2018-04-10,"Poland",81
"2790",2018-04-10,"Spain",150
"2791",2018-04-11,"Belgium",240
"2792",2018-04-11,"France",214
"2793",2018-04-11,"Germany",248
"2794",2018-04-11,"Italy",175
"2795",2018-04-11,"Poland",80
"2796",2018-04-11,"Spain",156
"2797",2018-04-12,"Belgium",230
"2798",2018-04-12,"France",219
"2799",2018-04-12,"Germany",232
"2800",2018-04-12,"Italy",179
"2801",2018-04-12,"Poland",79
"2802",2018-04-12,"Spain",151
"2803",2018-04-13,"Belgium",253
"2804",2018-04-13,"France",225
"2805",2018-04-13,"Germany",263
"2806",2018-04-13,"Italy",185
"2807",2018-04-13,"Poland",81
"2808",2018-04-13,"Spain",162
"2809",2018-04-14,"Belgium",277
"2810",2018-04-14,"France",248
"2811",2018-04-14,"Germany",279
"2812",2018-04-14,"Italy",200
"2813",2018-04-14,"Poland",90
"2814",2018-04-14,"Spain",183
"2815",2018-04-15,"Belgium",296
"2816",2018-04-15,"France",249
"2817",2018-04-15,"Germany",285
"2818",2018-04-15,"Italy",204
"2819",2018-04-15,"Poland",96
"2820",2018-04-15,"Spain",188
"2821",2018-04-16,"Belgium",242
"2822",2018-04-16,"France",208
"2823",2018-04-16,"Germany",241
"2824",2018-04-16,"Italy",176
"2825",2018-04-16,"Poland",78
"2826",2018-04-16,"Spain",158
"2827",2018-04-17,"Belgium",244
"2828",2018-04-17,"France",211
"2829",2018-04-17,"Germany",236
"2830",2018-04-17,"Italy",177
"2831",2018-04-17,"Poland",78
"2832",2018-04-17,"Spain",154
"2833",2018-04-18,"Belgium",248
"2834",2018-04-18,"France",212
"2835",2018-04-18,"Germany",236
"2836",2018-04-18,"Italy",174
"2837",2018-04-18,"Poland",80
"2838",2018-04-18,"Spain",155
"2839",2018-04-19,"Belgium",250
"2840",2018-04-19,"France",215
"2841",2018-04-19,"Germany",244
"2842",2018-04-19,"Italy",176
"2843",2018-04-19,"Poland",78
"2844",2018-04-19,"Spain",158
"2845",2018-04-20,"Belgium",246
"2846",2018-04-20,"France",225
"2847",2018-04-20,"Germany",256
"2848",2018-04-20,"Italy",182
"2849",2018-04-20,"Poland",82
"2850",2018-04-20,"Spain",156
"2851",2018-04-21,"Belgium",283
"2852",2018-04-21,"France",241
"2853",2018-04-21,"Germany",282
"2854",2018-04-21,"Italy",199
"2855",2018-04-21,"Poland",89
"2856",2018-04-21,"Spain",175
"2857",2018-04-22,"Belgium",293
"2858",2018-04-22,"France",252
"2859",2018-04-22,"Germany",298
"2860",2018-04-22,"Italy",208
"2861",2018-04-22,"Poland",92
"2862",2018-04-22,"Spain",184
"2863",2018-04-23,"Belgium",236
"2864",2018-04-23,"France",211
"2865",2018-04-23,"Germany",254
"2866",2018-04-23,"Italy",174
"2867",2018-04-23,"Poland",76
"2868",2018-04-23,"Spain",152
"2869",2018-04-24,"Belgium",236
"2870",2018-04-24,"France",206
"2871",2018-04-24,"Germany",248
"2872",2018-04-24,"Italy",174
"2873",2018-04-24,"Poland",78
"2874",2018-04-24,"Spain",154
"2875",2018-04-25,"Belgium",234
"2876",2018-04-25,"France",213
"2877",2018-04-25,"Germany",247
"2878",2018-04-25,"Italy",172
"2879",2018-04-25,"Poland",74
"2880",2018-04-25,"Spain",154
"2881",2018-04-26,"Belgium",242
"2882",2018-04-26,"France",209
"2883",2018-04-26,"Germany",248
"2884",2018-04-26,"Italy",179
"2885",2018-04-26,"Poland",77
"2886",2018-04-26,"Spain",154
"2887",2018-04-27,"Belgium",258
"2888",2018-04-27,"France",224
"2889",2018-04-27,"Germany",253
"2890",2018-04-27,"Italy",200
"2891",2018-04-27,"Poland",86
"2892",2018-04-27,"Spain",160
"2893",2018-04-28,"Belgium",279
"2894",2018-04-28,"France",240
"2895",2018-04-28,"Germany",271
"2896",2018-04-28,"Italy",224
"2897",2018-04-28,"Poland",89
"2898",2018-04-28,"Spain",178
"2899",2018-04-29,"Belgium",292
"2900",2018-04-29,"France",252
"2901",2018-04-29,"Germany",290
"2902",2018-04-29,"Italy",238
"2903",2018-04-29,"Poland",94
"2904",2018-04-29,"Spain",181
"2905",2018-04-30,"Belgium",244
"2906",2018-04-30,"France",208
"2907",2018-04-30,"Germany",244
"2908",2018-04-30,"Italy",204
"2909",2018-04-30,"Poland",82
"2910",2018-04-30,"Spain",152
"2911",2018-05-01,"Belgium",243
"2912",2018-05-01,"France",209
"2913",2018-05-01,"Germany",253
"2914",2018-05-01,"Italy",197
"2915",2018-05-01,"Poland",80
"2916",2018-05-01,"Spain",152
"2917",2018-05-02,"Belgium",254
"2918",2018-05-02,"France",213
"2919",2018-05-02,"Germany",258
"2920",2018-05-02,"Italy",190
"2921",2018-05-02,"Poland",79
"2922",2018-05-02,"Spain",160
"2923",2018-05-03,"Belgium",260
"2924",2018-05-03,"France",225
"2925",2018-05-03,"Germany",264
"2926",2018-05-03,"Italy",193
"2927",2018-05-03,"Poland",85
"2928",2018-05-03,"Spain",165
"2929",2018-05-04,"Belgium",285
"2930",2018-05-04,"France",242
"2931",2018-05-04,"Germany",281
"2932",2018-05-04,"Italy",204
"2933",2018-05-04,"Poland",92
"2934",2018-05-04,"Spain",180
"2935",2018-05-05,"Belgium",314
"2936",2018-05-05,"France",277
"2937",2018-05-05,"Germany",320
"2938",2018-05-05,"Italy",236
"2939",2018-05-05,"Poland",106
"2940",2018-05-05,"Spain",203
"2941",2018-05-06,"Belgium",322
"2942",2018-05-06,"France",291
"2943",2018-05-06,"Germany",330
"2944",2018-05-06,"Italy",238
"2945",2018-05-06,"Poland",116
"2946",2018-05-06,"Spain",209
"2947",2018-05-07,"Belgium",268
"2948",2018-05-07,"France",229
"2949",2018-05-07,"Germany",263
"2950",2018-05-07,"Italy",198
"2951",2018-05-07,"Poland",99
"2952",2018-05-07,"Spain",170
"2953",2018-05-08,"Belgium",250
"2954",2018-05-08,"France",225
"2955",2018-05-08,"Germany",249
"2956",2018-05-08,"Italy",191
"2957",2018-05-08,"Poland",97
"2958",2018-05-08,"Spain",165
"2959",2018-05-09,"Belgium",244
"2960",2018-05-09,"France",218
"2961",2018-05-09,"Germany",256
"2962",2018-05-09,"Italy",177
"2963",2018-05-09,"Poland",92
"2964",2018-05-09,"Spain",157
"2965",2018-05-10,"Belgium",235
"2966",2018-05-10,"France",233
"2967",2018-05-10,"Germany",246
"2968",2018-05-10,"Italy",178
"2969",2018-05-10,"Poland",85
"2970",2018-05-10,"Spain",154
"2971",2018-05-11,"Belgium",255
"2972",2018-05-11,"France",250
"2973",2018-05-11,"Germany",250
"2974",2018-05-11,"Italy",187
"2975",2018-05-11,"Poland",86
"2976",2018-05-11,"Spain",163
"2977",2018-05-12,"Belgium",294
"2978",2018-05-12,"France",296
"2979",2018-05-12,"Germany",296
"2980",2018-05-12,"Italy",206
"2981",2018-05-12,"Poland",88
"2982",2018-05-12,"Spain",171
"2983",2018-05-13,"Belgium",313
